Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
EC - Alfred Nzo District Municipality (DC44),Female,20-24,29603,31633,33712,35680,38291,41183,43940,46453,48763,50139,51638,52715,53186,53031,53933
EC - Alfred Nzo District Municipality (DC44),Female,25-29,21336,21648,22112,22871,23993,25711,27687,29807,31896,34504,37333,39999,42473,44738,47873
EC - Alfred Nzo District Municipality (DC44),Female,30-34,18468,18274,18114,18017,18035,18351,18812,19495,20484,21807,23469,25375,27450,29493,31723
EC - Alfred Nzo District Municipality (DC44),Female,35-39,17104,16879,16591,16249,15933,15801,15750,15787,15906,16126,16489,16949,17604,18508,19079
EC - Alfred Nzo District Municipality (DC44),Female,40-44,16063,15838,15557,15268,15010,14871,14757,14648,14528,14409,14318,14255,14263,14339,14301
EC - Alfred Nzo District Municipality (DC44),Female,45-49,13787,13989,14160,14238,14225,14208,14135,14043,13952,13865,13772,13666,13552,13407,13301
EC - Alfred Nzo District Municipality (DC44),Female,50-54,12120,12093,12048,12033,12099,12304,12590,12893,13139,13287,13303,13233,13127,13006,12980
EC - Alfred Nzo District Municipality (DC44),Female,55-59,11097,11059,11074,11105,11129,11137,11141,11170,11267,11452,11637,11865,12099,12275,12487
EC - Alfred Nzo District Municipality (DC44),Female,60-64,10990,10790,10579,10397,10271,10213,10227,10297,10383,10461,10471,10442,10412,10428,10437
EC - Alfred Nzo District Municipality (DC44),Female,65-69,10427,10446,10395,10302,10177,10069,9932,9783,9656,9579,9529,9521,9525,9513,9485
EC - Alfred Nzo District Municipality (DC44),Female,70-74,7784,8249,8662,8972,9168,9295,9392,9452,9471,9449,9301,9090,8883,8724,8582
EC - Alfred Nzo District Municipality (DC44),Female,75-79,4291,4545,4890,5346,5909,6339,6783,7223,7638,8003,8202,8366,8445,8413,8578
EC - Alfred Nzo District Municipality (DC44),Female,80+,3440,3634,3833,4039,4250,4726,5214,5718,6245,6799,7471,8143,8822,9516,10352
EC - Buffalo City Metropolitan Municipality,Male,0-4,31952,33375,35703,38730,42113,44698,45826,45684,44644,43258,42214,41939,42245,43105,42811
EC - Buffalo City Metropolitan Municipality,Male,5-9,34749,33950,32974,32074,31599,31907,33331,35787,38776,41449,43261,44202,44361,44075,45234
EC - Buffalo City Metropolitan Municipality,Male,10-14,37580,37378,37110,36643,35810,34579,33271,32010,31246,31422,32516,34495,37100,39701,41662
EC - Buffalo City Metropolitan Municipality,Male,15-19,35055,36246,37281,38295,37918,37408,37007,36609,36062,35319,34311,33042,31830,31193,30302
EC - Buffalo City Metropolitan Municipality,Male,20-24,30900,31476,31974,32259,33730,34767,35701,36649,37752,37679,37441,37143,36777,36232,35936
EC - Buffalo City Metropolitan Municipality,Male,25-29,27333,27922,28497,29047,29587,30169,30782,31312,31633,33160,34619,35852,36939,37986,39403
EC - Buffalo City Metropolitan Municipality,Male,30-34,24708,24950,25129,25329,25634,26129,26775,27521,28309,29101,29966,30764,31422,31815,32567
EC - Buffalo City Metropolitan Municipality,Male,35-39,21700,21961,22224,22447,22671,22932,23270,23701,24236,24875,25582,26370,27244,28138,28990
EC - Buffalo City Metropolitan Municipality,Male,40-44,19651,19482,19306,19188,19205,19416,19810,20317,20846,21372,21887,22378,22890,23457,24018
EC - Buffalo City Metropolitan Municipality,Male,45-49,17669,17671,17555,17379,17226,17151,17136,17210,17395,17696,18095,18596,19167,19738,20244
EC - Buffalo City Metropolitan Municipality,Male,50-54,13790,14132,14436,14649,14778,14925,15050,15164,15281,15411,15519,15613,15744,15953,16091
EC - Buffalo City Metropolitan Municipality,Male,55-59,10522,10618,10724,10857,11033,11322,11684,12077,12443,12755,13024,13227,13383,13516,13741
EC - Buffalo City Metropolitan Municipality,Male,60-64,8037,8039,8020,8013,8035,8128,8255,8429,8665,8963,9313,9695,10079,10420,10811
EC - Buffalo City Metropolitan Municipality,Male,65-69,5175,5253,5331,5377,5389,5439,5483,5548,5647,5781,5937,6097,6285,6518,6708
EC - Buffalo City Metropolitan Municipality,Male,70-74,3168,3029,2904,2817,2769,2859,2946,3017,3063,3095,3201,3288,3369,3452,3536
EC - Buffalo City Metropolitan Municipality,Male,75-79,1776,1736,1653,1514,1311,1252,1200,1160,1135,1121,1198,1268,1320,1345,1392
EC - Buffalo City Metropolitan Municipality,Male,80+,1074,1001,930,860,790,825,862,901,942,986,956,927,901,877,864
EC - Buffalo City Metropolitan Municipality,Female,0-4,31011,32394,34752,37856,41322,43918,45040,44851,43733,42261,41151,40842,41145,42047,41726
EC - Buffalo City Metropolitan Municipality,Female,5-9,34271,33379,32351,31414,30933,31248,32671,35136,38133,40795,42606,43518,43594,43223,44337
EC - Buffalo City Metropolitan Municipality,Female,10-14,37376,37225,36941,36429,35521,34289,32934,31619,30769,30863,31995,34020,36631,39192,41150
EC - Buffalo City Metropolitan Municipality,Female,15-19,37444,37894,38301,38728,38430,37894,37469,37022,36448,35669,34562,33158,31842,31134,30169
EC - Buffalo City Metropolitan Municipality,Female,20-24,35912,36146,36329,36423,37113,37397,37643,37947,38401,38320,38093,37802,37378,36778,36463
EC - Buffalo City Metropolitan Municipality,Female,25-29,31789,32277,32775,33215,33612,34080,34530,34881,35069,35839,36645,37267,37755,38175,38828
EC - Buffalo City Metropolitan Municipality,Female,30-34,29278,29113,28848,28641,28636,28957,29535,30285,31077,31819,32598,33291,33882,34270,34947
EC - Buffalo City Metropolitan Municipality,Female,35-39,26039,26221,26347,26326,26209,26131,26072,26088,26247,26582,27100,27794,28660,29536,30243
EC - Buffalo City Metropolitan Municipality,Female,40-44,24438,24067,23649,23295,23097,23126,23358,23682,23964,24156,24281,24327,24409,24593,24721
EC - Buffalo City Metropolitan Municipality,Female,45-49,21734,22003,22076,22004,21869,21711,21508,21339,21281,21360,21570,21889,22265,22561,22826
EC - Buffalo City Metropolitan Municipality,Female,50-54,15345,16088,16879,17564,18096,18652,19140,19544,19856,20069,20149,20084,19991,19964,19986
EC - Buffalo City Metropolitan Municipality,Female,55-59,12195,12031,11933,11983,12229,12790,13581,14499,15393,16181,16908,17526,18027,18401,19071
EC - Buffalo City Metropolitan Municipality,Female,60-64,11132,10899,10595,10299,10057,9937,9863,9888,10093,10514,11154,11971,12881,13754,14634
EC - Buffalo City Metropolitan Municipality,Female,65-69,7988,8245,8469,8584,8565,8522,8412,8298,8225,8197,8193,8190,8260,8491,8545
EC - Buffalo City Metropolitan Municipality,Female,70-74,5054,5027,5023,5074,5176,5453,5773,6037,6190,6239,6249,6260,6263,6258,6271
EC - Buffalo City Metropolitan Municipality,Female,75-79,3419,3382,3289,3128,2904,2739,2628,2629,2770,3054,3186,3328,3478,3632,3835
EC - Buffalo City Metropolitan Municipality,Female,80+,3021,2912,2802,2692,2582,2420,2271,2132,1999,1872,1764,1658,1554,1453,1363
EC - Nelson Mandela Bay Metropolitan Municipality,Male,0-4,45592,48272,52238,57183,62615,66859,68870,68934,67622,65770,64125,63554,63799,64841,64308
EC - Nelson Mandela Bay Metropolitan Municipality,Male,5-9,46960,46308,45448,44740,44664,45860,48640,52888,57871,62339,65490,67217,67656,67329,69427
EC - Nelson Mandela Bay Metropolitan Municipality,Male,10-14,49569,49560,49423,49001,48088,46979,45733,44544,44061,44920,47272,50854,55294,59643,63383
EC - Nelson Mandela Bay Metropolitan Municipality,Male,15-19,46413,48266,49812,51228,50714,50480,50328,50088,49568,48744,47946,46757,45588,45171,44340
EC - Nelson Mandela Bay Metropolitan Municipality,Male,20-24,42353,43324,44163,44673,46770,48413,49925,51473,53244,53325,53237,53084,52871,52441,52283
EC - Nelson Mandela Bay Metropolitan Municipality,Male,25-29,39153,40110,41102,42068,42980,43910,44901,45788,46382,48753,50974,52891,54630,56354,58594
EC - Nelson Mandela Bay Metropolitan Municipality,Male,30-34,37631,37956,38139,38360,38793,39512,40526,41737,43025,44304,45630,46869,47912,48567,49759
EC - Nelson Mandela Bay Metropolitan Municipality,Male,35-39,34115,34835,35471,35957,36368,36709,37098,37587,38244,39116,40132,41325,42679,44063,45330
EC - Nelson Mandela Bay Metropolitan Municipality,Male,40-44,30456,30713,30963,31257,31681,32233,33014,33916,34792,35591,36276,36846,37413,38087,38782
EC - Nelson Mandela Bay Metropolitan Municipality,Male,45-49,27360,27665,27806,27874,28011,28209,28539,29009,29607,30318,31123,32033,32993,33882,34809
EC - Nelson Mandela Bay Metropolitan Municipality,Male,50-54,22178,22876,23505,24019,24444,24786,25108,25434,25801,26224,26651,27073,27547,28100,28584
EC - Nelson Mandela Bay Metropolitan Municipality,Male,55-59,17037,17549,18054,18573,19123,19698,20338,21008,21647,22224,22772,23213,23581,23925,24409
EC - Nelson Mandela Bay Metropolitan Municipality,Male,60-64,12285,12731,13157,13558,13954,14398,14875,15398,15969,16579,17235,17925,18621,19266,20003
EC - Nelson Mandela Bay Metropolitan Municipality,Male,65-69,8414,8649,8880,9130,9402,9734,10093,10474,10875,11300,11728,12168,12630,13123,13626
EC - Nelson Mandela Bay Metropolitan Municipality,Male,70-74,5016,5277,5515,5716,5885,6054,6256,6496,6767,7062,7302,7544,7805,8096,8391
EC - Nelson Mandela Bay Metropolitan Municipality,Male,75-79,2657,2690,2759,2874,3042,3162,3291,3438,3607,3797,3961,4124,4281,4426,4611
EC - Nelson Mandela Bay Metropolitan Municipality,Male,80+,1540,1633,1727,1823,1920,1942,1969,2001,2036,2075,2035,1997,1963,1933,1913
EC - Nelson Mandela Bay Metropolitan Municipality,Female,0-4,45417,48054,51835,56478,61532,65430,67253,67246,65958,64183,62537,61953,62162,63176,62643
EC - Nelson Mandela Bay Metropolitan Municipality,Female,5-9,46135,45483,44820,44373,44499,45717,48381,52391,57064,61249,64185,65759,66063,65648,67541
EC - Nelson Mandela Bay Metropolitan Municipality,Female,10-14,49533,49312,48922,48322,47353,46258,45095,44080,43728,44620,46915,50361,54561,58641,62200
EC - Nelson Mandela Bay Metropolitan Municipality,Female,15-19,49508,50304,50907,51405,50852,50374,49958,49444,48774,47932,47056,45892,44866,44604,43815
EC - Nelson Mandela Bay Metropolitan Municipality,Female,20-24,47965,48538,49010,49281,50237,50777,51241,51764,52460,52363,52057,51673,51181,50581,50213
EC - Nelson Mandela Bay Metropolitan Municipality,Female,25-29,44246,45013,45765,46429,47030,47766,48502,49094,49418,50523,51630,52483,53142,53698,54599
EC - Nelson Mandela Bay Metropolitan Municipality,Female,30-34,42370,42399,42268,42178,42318,42751,43527,44546,45648,46703,47768,48722,49520,50002,50922
EC - Nelson Mandela Bay Metropolitan Municipality,Female,35-39,38484,39068,39558,39830,39966,39979,40019,40160,40480,41020,41741,42699,43904,45127,46119
EC - Nelson Mandela Bay Metropolitan Municipality,Female,40-44,35910,35795,35596,35476,35564,35830,36370,37028,37613,38064,38359,38555,38814,39205,39532
EC - Nelson Mandela Bay Metropolitan Municipality,Female,45-49,31841,32494,32975,33247,33382,33349,33273,33264,33416,33757,34249,34891,35605,36196,36780
EC - Nelson Mandela Bay Metropolitan Municipality,Female,50-54,25967,26667,27316,27916,28522,29145,29828,30491,31051,31462,31668,31711,31758,31918,32095
EC - Nelson Mandela Bay Metropolitan Municipality,Female,55-59,20676,21224,21773,22341,22939,23581,24284,25033,25811,26609,27422,28191,28869,29392,30166
EC - Nelson Mandela Bay Metropolitan Municipality,Female,60-64,15745,16253,16742,17215,17685,18226,18817,19467,20172,20919,21690,22459,23233,24004,24854
EC - Nelson Mandela Bay Metropolitan Municipality,Female,65-69,11303,11698,12070,12437,12803,13270,13779,14320,14891,15489,16102,16722,17362,18031,18734
EC - Nelson Mandela Bay Metropolitan Municipality,Female,70-74,7413,7739,8058,8352,8615,8939,9292,9679,10103,10561,11037,11505,11980,12473,13010
EC - Nelson Mandela Bay Metropolitan Municipality,Female,75-79,5259,5192,5171,5211,5317,5524,5746,5982,6231,6496,6832,7164,7489,7807,8168
EC - Nelson Mandela Bay Metropolitan Municipality,Female,80+,3860,4111,4360,4608,4852,4960,5084,5226,5384,5557,5695,5838,5988,6148,6314
FS - Xhariep District Municipality (DC16),Male,0-4,7979,7659,7254,6793,6310,6007,5928,6052,6330,6671,7050,7318,7426,7415,7655
FS - Xhariep District Municipality (DC16),Male,5-9,8331,8239,8175,8096,7933,7677,7320,6876,6423,6081,5923,5926,6102,6378,6373
FS - Xhariep District Municipality (DC16),Male,10-14,8663,8595,8532,8478,8436,8344,8269,8183,8033,7769,7415,7012,6596,6261,5957
FS - Xhariep District Municipality (DC16),Male,15-19,7484,7778,8094,8455,8529,8461,8355,8249,8164,8101,7980,7902,7842,7742,7660
FS - Xhariep District Municipality (DC16),Male,20-24,5793,5970,6146,6285,6675,7047,7366,7635,7880,7845,7839,7796,7729,7653,7609
FS - Xhariep District Municipality (DC16),Male,25-29,5055,5080,5149,5257,5396,5571,5749,5908,6019,6342,6674,6980,7268,7551,7902
FS - Xhariep District Municipality (DC16),Male,30-34,5094,4990,4886,4819,4812,4850,4919,5015,5132,5260,5402,5564,5732,5876,6037
FS - Xhariep District Municipality (DC16),Male,35-39,4463,4525,4583,4615,4628,4639,4619,4585,4563,4572,4609,4680,4788,4922,4997
FS - Xhariep District Municipality (DC16),Male,40-44,3731,3724,3735,3764,3815,3912,4027,4140,4224,4268,4283,4271,4256,4259,4266
FS - Xhariep District Municipality (DC16),Male,45-49,3411,3357,3296,3248,3228,3245,3276,3322,3381,3451,3537,3646,3761,3859,3962
FS - Xhariep District Municipality (DC16),Male,50-54,2896,2916,2935,2944,2944,2943,2925,2900,2881,2877,2885,2908,2951,3013,3040
FS - Xhariep District Municipality (DC16),Male,55-59,2406,2414,2422,2436,2457,2493,2530,2563,2582,2584,2571,2549,2525,2511,2498
FS - Xhariep District Municipality (DC16),Male,60-64,1896,1923,1953,1981,2007,2029,2045,2059,2075,2094,2102,2119,2141,2161,2179
FS - Xhariep District Municipality (DC16),Male,65-69,1398,1412,1428,1452,1484,1521,1551,1576,1595,1610,1612,1610,1606,1605,1607
FS - Xhariep District Municipality (DC16),Male,70-74,752,818,876,922,955,994,1029,1062,1091,1118,1129,1140,1150,1156,1170
FS - Xhariep District Municipality (DC16),Male,75-79,389,367,362,377,415,461,505,549,592,633,641,652,667,686,706
FS - Xhariep District Municipality (DC16),Male,80+,303,315,329,344,362,373,383,394,404,415,425,435,447,460,473
FS - Xhariep District Municipality (DC16),Female,0-4,8185,7876,7461,6973,6455,6096,5991,6117,6421,6800,7149,7386,7458,7413,7631
FS - Xhariep District Municipality (DC16),Female,5-9,8513,8421,8397,8379,8272,8027,7660,7194,6720,6373,6189,6169,6329,6599,6579
FS - Xhariep District Municipality (DC16),Female,10-14,8928,8872,8770,8666,8592,8528,8493,8452,8329,8074,7743,7346,6908,6534,6225
FS - Xhariep District Municipality (DC16),Female,15-19,7782,8006,8297,8633,8789,8724,8590,8449,8363,8327,8187,8109,8086,8042,7979
FS - Xhariep District Municipality (DC16),Female,20-24,6343,6451,6547,6633,6865,7165,7447,7678,7850,7846,7877,7839,7734,7617,7571
FS - Xhariep District Municipality (DC16),Female,25-29,5485,5507,5562,5643,5735,5864,5977,6076,6160,6353,6587,6828,7065,7281,7528
FS - Xhariep District Municipality (DC16),Female,30-34,5263,5176,5081,5009,4986,5018,5081,5166,5259,5348,5448,5556,5674,5791,5904
FS - Xhariep District Municipality (DC16),Female,35-39,4548,4605,4660,4687,4689,4681,4646,4599,4564,4554,4568,4622,4717,4829,4884
FS - Xhariep District Municipality (DC16),Female,40-44,4003,3945,3904,3891,3915,3975,4055,4136,4191,4208,4184,4142,4108,4096,4077
FS - Xhariep District Municipality (DC16),Female,45-49,3570,3551,3531,3503,3475,3470,3457,3447,3449,3469,3522,3595,3672,3723,3781
FS - Xhariep District Municipality (DC16),Female,50-54,3280,3235,3182,3138,3112,3108,3111,3116,3116,3106,3088,3070,3066,3084,3077
FS - Xhariep District Municipality (DC16),Female,55-59,2733,2777,2822,2854,2868,2875,2857,2824,2789,2765,2755,2756,2763,2769,2765
FS - Xhariep District Municipality (DC16),Female,60-64,2179,2209,2247,2288,2329,2382,2437,2488,2523,2534,2527,2503,2472,2447,2432
FS - Xhariep District Municipality (DC16),Female,65-69,1886,1877,1862,1859,1874,1902,1933,1963,1992,2023,2052,2091,2132,2162,2198
FS - Xhariep District Municipality (DC16),Female,70-74,1152,1285,1401,1481,1523,1547,1556,1562,1573,1589,1593,1594,1601,1619,1628
FS - Xhariep District Municipality (DC16),Female,75-79,703,648,637,683,788,905,1015,1106,1171,1205,1221,1234,1240,1236,1249
FS - Xhariep District Municipality (DC16),Female,80+,871,887,906,928,952,971,990,1010,1031,1053,1107,1164,1224,1288,1347
FS - Mangaung Metropolitan Municipality (MAN),Male,0-4,36397,36683,37390,38452,39721,40518,40682,40324,39627,38808,38092,37681,37391,37269,36815
FS - Mangaung Metropolitan Municipality (MAN),Male,5-9,37451,37079,36554,35981,35487,35392,35736,36496,37495,38405,38999,39184,39069,38774,39038
FS - Mangaung Metropolitan Municipality (MAN),Male,10-14,37487,37651,37747,37664,37287,36813,36241,35587,35045,34808,35079,35699,36557,37410,37905
FS - Mangaung Metropolitan Municipality (MAN),Male,15-19,33595,34832,36085,37424,37443,37361,37363,37364,37265,37033,36593,36047,35466,35050,34624
FS - Mangaung Metropolitan Municipality (MAN),Male,20-24,30506,30476,30564,30684,32129,33045,33997,35147,36598,36970,36870,36808,36876,36988,37067
FS - Mangaung Metropolitan Municipality (MAN),Male,25-29,28322,28340,28341,28296,28272,28484,28686,28766,28688,29834,31199,32477,33654,34797,36167
FS - Mangaung Metropolitan Municipality (MAN),Male,30-34,27708,27299,26784,26338,26056,25975,26030,26203,26434,26651,26910,27128,27318,27430,27633
FS - Mangaung Metropolitan Municipality (MAN),Male,35-39,23525,23944,24283,24413,24364,24372,24270,24114,23985,23951,24111,24342,24629,24902,25089
FS - Mangaung Metropolitan Municipality (MAN),Male,40-44,19912,19861,19768,19714,19778,20139,20667,21242,21697,21964,22144,22184,22171,22186,22286
FS - Mangaung Metropolitan Municipality (MAN),Male,45-49,16951,17080,17125,17100,17056,17081,17107,17180,17350,17635,18053,18587,19157,19627,20118
FS - Mangaung Metropolitan Municipality (MAN),Male,50-54,13457,13698,13933,14114,14248,14413,14579,14739,14883,15003,15092,15135,15195,15335,15427
FS - Mangaung Metropolitan Municipality (MAN),Male,55-59,11181,11208,11179,11178,11248,11390,11593,11828,12056,12258,12449,12617,12760,12872,13042
